date,min,max,pm25,q1,q3,stdev,count
2024-05-23T00:00:00.000Z,0.7,5.43,2.52,1.5,3.6,1.24,447
2024-05-24T00:00:00.000Z,3.73,49.3,15.3,9.02,23.84,9.473,445
2024-05-25T00:00:00.000Z,4.76,33.7,20.5,9,26.63,9.305,435
2024-05-26T00:00:00.000Z,1.87,17.39,6.17,3.33,9.63,3.94,435
2024-05-27T00:00:00.000Z,1.4,9.8,4.59,3.12,6.33,1.816,453
2024-05-28T00:00:00.000Z,2.6,20.67,5,3.9,11.4,4.67,455
2024-05-29T00:00:00.000Z,0.7,5.27,1.3,1.07,2.29,1.004,459
2024-05-30T00:00:00.000Z,1.27,5.77,2.1,1.9,2.6,1.125,450
2024-05-31T00:00:00.000Z,2.2,6.7,3.4,2.9,4.59,1.128,448
2024-06-01T00:00:00.000Z,2.17,9,5.43,3.07,6.73,2.004,431
2024-06-02T00:00:00.000Z,2.37,8.9,5.33,3.8,6.63,1.671,447
2024-06-03T00:00:00.000Z,0.77,15.4,7.63,1.7,9.17,3.796,443
2024-06-04T00:00:00.000Z,1.1,5.8,1.9,1.7,2.1,0.447,439
2024-06-05T00:00:00.000Z,0.9,7.43,2.4,1.83,2.93,1.242,431
2024-06-06T00:00:00.000Z,0.9,10.23,2.93,2.33,3.7,2.4,430
2024-06-07T00:00:00.000Z,1.37,5.77,2.4,2,2.85,0.564,425
2024-06-08T00:00:00.000Z,1,8.5,3.67,2.6,5.09,1.782,424
2024-06-09T00:00:00.000Z,0.8,4.7,2,1.4,2.5,0.803,441
2024-06-10T00:00:00.000Z,0.2,7.77,0.8,0.6,1.6,1.044,456
2024-06-11T00:00:00.000Z,0.3,1.7,0.7,0.6,0.9,0.227,458
2024-06-12T00:00:00.000Z,0.7,4.26,1.27,1,1.6,0.833,447
2024-06-13T00:00:00.000Z,1.2,4.37,2,1.7,2.52,0.565,453
2024-06-14T00:00:00.000Z,1.8,8.27,3.4,2.92,4.07,1.212,441
2024-06-15T00:00:00.000Z,1.2,4.87,2.1,1.8,3.39,0.935,373
2024-06-16T00:00:00.000Z,0.7,4.26,1.8,1.47,2.29,0.703,429
2024-06-17T00:00:00.000Z,0.7,3.9,1.4,1.2,2.2,0.641,449
2024-06-18T00:00:00.000Z,1,14.37,2.25,1.87,3.7,1.424,452
2024-06-19T00:00:00.000Z,0.6,12.13,1.83,1.3,3.07,1.647,434
2024-06-20T00:00:00.000Z,0.7,8.77,2.1,1.2,3.83,1.768,454
2024-06-21T00:00:00.000Z,0.9,9.73,2.4,2,3.43,1.713,427
2024-06-22T00:00:00.000Z,0.7,5.5,2.02,1.3,2.45,0.938,432
2024-06-23T00:00:00.000Z,0.6,6.23,1.4,1,1.67,0.94,438
2024-06-24T00:00:00.000Z,2.37,28.07,4.8,3.9,6.02,2.117,449
2024-06-25T00:00:00.000Z,0.67,7.53,1.83,1.35,3,1.834,424
2024-06-26T00:00:00.000Z,1.3,4.4,2.29,2.06,2.6,0.556,437
